Year;Month;Day;Hour(utc);301;365
2008;7;7;0;6.031521;117.73656
2008;7;7;6;6.7423596;108.946
2008;7;7;12;8.913089;114.14612
2008;7;7;18;7.395644;115.95488
2008;7;8;0;9.205298;104.49913
2008;7;8;6;9.46705;120.75844
2008;7;8;12;8.274213;141.47682
2008;7;8;18;6.873011;134.79086
2008;7;9;0;9.024274;119.73273
2008;7;9;6;11.195944;120.886566
2008;7;9;12;11.401412;128.26648
2008;7;9;18;7.933632;135.77687
2008;7;10;0;7.3002315;125.781876
2008;7;10;6;7.6706123;121.32112
2008;7;10;12;5.4885464;134.74055
2008;7;10;18;4.117798;178.29382
2008;7;11;0;3.988561;172.218
2008;7;11;6;4.225514;165.63031
2008;7;11;12;4.8660026;154.72108
2008;7;11;18;5.439494;117.993195
2008;7;12;0;8.504736;102.10179
2008;7;12;6;11.4442835;112.140045
2008;7;12;12;10.194371;132.51346
2008;7;12;18;3.946663;209.63528
2008;7;13;0;3.1687407;190.9527
2008;7;13;6;3.3970618;205.88515
2008;7;13;12;2.183279;221.52284
2008;7;13;18;2.2627509;238.84134
2008;7;14;0;1.7408019;199.52621
2008;7;14;6;2.340481;185.46893
2008;7;14;12;2.560007;205.0823
2008;7;14;18;2.4355547;189.7368
2008;7;15;0;1.1087134;137.39273
2008;7;15;6;4.7033124;102.80142
2008;7;15;12;3.3267345;126.81543
2008;7;15;18;2.2131996;98.04532
2008;7;16;0;5.094119;93.777374
2008;7;16;6;7.642017;109.13013
2008;7;16;12;8.847984;116.12845
2008;7;16;18;7.2526097;116.2162
2008;7;17;0;8.266761;110.42935
2008;7;17;6;9.671279;111.75688
2008;7;17;12;7.768438;122.97777
2008;7;17;18;5.059297;130.01501
2008;7;18;0;5.812585;119.30533
2008;7;18;6;6.5624943;112.49646
2008;7;18;12;6.301853;122.49025
2008;7;18;18;5.3342137;114.15021
2008;7;19;0;8.287683;95.48534
2008;7;19;6;8.938584;101.55673
2008;7;19;12;7.464365;114.02219
2008;7;19;18;5.4226065;122.76956
2008;7;20;0;7.1517277;113.224335
2008;7;20;6;8.078803;109.574875
2008;7;20;12;6.4548345;116.48625
2008;7;20;18;3.6545737;147.75363
2008;7;21;0;5.0771194;149.85071
2008;7;21;6;4.61178;174.7138
2008;7;21;12;5.540681;247.09349
2008;7;21;18;6.1620913;305.40417
2008;7;22;0;1.8277973;295.12817
2008;7;22;6;2.9052641;245.90779
2008;7;22;12;5.250573;322.78763
2008;7;22;18;6.1185675;313.2469
2008;7;23;0;3.8076754;348.32904
