Station;Year;Month;Day;Hour(utc);101;112;113;122;123;201;301;305;365;371;401;504;550;601;603;609;801
447500;1974;4;30;18;-2;;;;;;12;;60;60;;;;;;;100
447500;1974;5;1;0;-2;;;;;;11;;40;40;;;;;;;100
447500;1974;5;1;6;-3;;;;;;9.9;;30;30;;;;;;;100
447500;1974;5;1;12;-1;;;;;;14.9;;30;30;;;;;;;100
447500;1974;5;1;18;-6;;;;;;12;;60;60;;;;;;;100
447500;1974;5;2;0;-10;;;;;;1.9;;70;70;;;;;;;100
447500;1974;5;2;6;-9;;;;;;1.9;;100;100;;;;;;;100
447500;1974;5;2;18;0;;;;;;2.9;;40;40;;;;;;;100
447500;1974;5;3;0;-5;;;;;;0.9;;120;120;;;;;;;0
447500;1974;5;3;6;-10;;;;;;0;;0;0;;;;;;;0
447500;1974;5;3;12;4;;;;;;0;;0;0;;;;;;;0
447500;1974;5;3;18;8;;;;;;0;;0;0;;;;;;;0
447500;1974;5;4;0;-1;;;;;;1.9;;200;200;;;;;;;0
447500;1974;5;4;6;-1;;;;;;0.9;;230;230;;;;;;;0
447500;1974;5;4;12;6;;;;;;0.9;;250;250;;;;;;;0
447500;1974;5;4;18;3;;;;;;0;;0;0;;;;;;;10
447500;1974;5;5;6;-8;;;;;;0;;0;0;;;;;;;0
447500;1974;5;5;12;-3;;;;;;5;;70;70;;;;;;;0
447500;1974;5;5;18;-3;;;;;;9.9;;60;60;;;;;;;0
447500;1974;5;6;0;-7;;;;;;5;;70;70;;;;;;;0
447500;1974;5;6;6;-7;;;;;;2.9;;60;60;;;;;;;0
447500;1974;5;6;12;-8;;;;;;1.9;;60;60;;;;;;;40
447500;1974;5;6;18;-2;;;;;;5;;50;50;;;;;;;60
447500;1974;5;7;0;-7;;;;;;1.9;;70;70;;;;;;;0
447500;1974;5;7;6;-7;;;;;;0.9;;70;70;;;;;;;0
447500;1974;5;7;12;-2;;;;;;1.9;;100;100;;;;;;;0
447500;1974;5;7;18;1;;;;;;0.9;;90;90;;;;;;;0
447500;1974;5;8;0;-1;;;;;;1.9;;180;180;;;;;;;0
447500;1974;5;8;12;-1;;;;;;2.9;;240;240;;;;;;;0
447500;1974;5;8;18;5;;;;;;4;;250;250;;;;;;;0
447500;1974;5;9;0;-3;;;;;;1.9;;240;240;;;;;;;0
447500;1974;5;9;6;-6;;;;;;1.9;;230;230;;;;;;;0
447500;1974;5;9;12;-4;;;;;;4;;240;240;;;;;;;0
447500;1974;5;9;18;4;;;;;;5;;260;260;;;;;;;0
447500;1974;5;10;0;-10;;;;;;1.9;;260;260;;;;;;;0
447500;1974;5;10;6;-15;;;;;;1.9;;240;240;;;;;;;0
447500;1974;5;10;12;-6;;;;;;4;;270;270;;;;;;;0
447500;1974;5;10;18;2;;;;;;4;;290;290;;;;;;;0
447500;1974;5;11;6;-13;;;;;;0.9;;230;230;;;;;;;0
447500;1974;5;11;12;-7;;;;;;0;;0;0;;;;;;;0
447500;1974;5;11;18;-5;;;;;;1.9;;50;50;;;;;;;0
447500;1974;5;12;0;-8;;;;;;0;;0;0;;;;;;;0
447500;1974;5;12;6;-7;;;;;;0;;0;0;;;;;;;0
447500;1974;5;12;12;-7;;;;;;0;;0;0;;;;;;;0
447500;1974;5;12;18;2;;;;;;0.9;;330;330;;;;;;;0
447500;1974;5;13;0;-4;;;;;;0;;0;0;;;;;;;0
447500;1974;5;13;6;-7;;;;;;0.9;;240;240;;;;;;;0
447500;1974;5;13;12;-1;;;;;;0.9;;290;290;;;;;;;100
447500;1974;5;13;18;4;;;;;;0.9;;30;30;;;;;;;10
447500;1974;5;14;0;-1;;;;;;0;;0;0;;;;;;;0
447500;1974;5;14;12;-1;;;;;;0.9;;180;180;;;;;;;0
447500;1974;5;14;18;6;;;;;;1.9;;160;160;;;;;;;0
447500;1974;5;15;0;0;;;;;;1.9;;210;210;;;;;;;0
